lat,lon,area_m2,guess
33.87709350000031,-97.47191649999918,46.2984828482885,Residential
33.880323999993614,-97.48625600000031,157.97995945630416,Residential
33.88159450000983,-97.48669049999931,156.96203423114972,Residential
33.87936800002347,-97.46909249999841,131.76229229526086,Residential
33.881935251325224,-97.4873767888581,205.90338502179705,Residential
33.87987688508066,-97.46981603887832,218.50820522065317,Residential
33.885699472544445,-97.48788174969368,63.00849503492033,Residential
33.87744950000396,-97.49696349999971,93.7133024645882,Residential
33.88364899997949,-97.47983350000115,244.77850371004328,Residential
33.8830699492516,-97.48743623363555,67.90866715288021,Residential
33.88163550000708,-97.48873049999952,75.7367912721917,Residential
33.88159849418468,-97.4875617903391,186.80329597929236,Residential
33.88190450000199,-97.47345249999984,88.56021868372345,Residential
33.88283870990378,-97.48592641181483,105.21778321395631,Residential
33.88215549997567,-97.48692100000146,67.7042403631795,Residential
33.87928744110457,-97.47334872054968,52.25241501088257,Residential
33.88140900000226,-97.47433500000521,123.69565658209787,Residential
33.88310650001027,-97.47973149999933,61.43607882722366,Residential
33.88244550001382,-97.48781699999908,63.33399168132746,Residential
33.88151897958983,-97.49524067250253,154.70450368402874,Residential
33.88277997108889,-97.48722508290105,252.12457736958316,Residential
33.87912499995923,-97.46956900000241,290.52611406054314,Residential
33.880122283679945,-97.48610343693223,184.3753696310237,Residential
33.868828500008476,-97.49671649999941,118.5716788881623,Residential
33.87668700003882,-97.4740074999974,162.95314700573866,Residential
33.87320275706163,-97.48648655947571,91.64100499161971,Residential
33.88183416993123,-97.49482934108003,115.88180725070991,Residential
33.88131249999302,-97.49643350000036,118.55466135947727,Residential
33.880035728019955,-97.48732407860574,52.70286888591132,Residential
33.87990099999513,-97.46920950000026,110.15685960266164,Residential
33.879210500002586,-97.48620849999408,153.45795995457584,Residential
33.87938478988868,-97.4863369373021,90.16239023275378,Residential
33.884372499993596,-97.47237300000035,122.46062549075222,Residential
33.881123250384476,-97.47406460331757,155.29716240731346,Residential
33.864697500018465,-97.48337549999655,112.93515715251196,Residential
33.87957600000048,-97.46957649999995,56.9354361725773,Residential
33.86515500000992,-97.48411849999933,89.3872482514336,Residential
33.88585100000384,-97.48788899999965,192.2717413250578,Residential
33.87692600000464,-97.47385849999965,113.2584969509748,Residential
