lat,lon,area_m2,guess
43.179057547372324,-73.84383897870516,275.7337242970235,Residential
43.16964684380489,-73.85277848733259,294.23994605246537,Residential
43.164201418158086,-73.86333321518593,239.4860288399579,Residential
43.167237944337934,-73.87001020263918,56.402656163094136,Residential
43.16719183132702,-73.87138600816107,279.46846820764273,Residential
43.176135715214514,-73.86420694802712,132.1501908505952,Residential
43.179358500016654,-73.84279099998633,164.14031568822742,Residential
43.185326252053116,-73.84441267056732,218.5357117207764,Residential
43.179579733419445,-73.8448770544821,170.48902993120888,Residential
43.18478874031574,-73.86194509132486,30.504997729857312,Residential
43.18557588314772,-73.84666410522509,443.7523116808449,Residential
43.184016572322555,-73.86190616029552,183.52208133652346,Residential
43.18105498407877,-73.86952199989369,199.88775529700112,Residential
43.170901500046654,-73.84946499991116,235.51020175863488,Residential
43.18455604609699,-73.86180879856404,123.5684060166542,Residential
43.170575499949926,-73.86373299998861,154.26336523651048,Residential
43.17677149999088,-73.86413900000427,58.162358384982504,Residential
43.16394128533251,-73.86412493317734,134.46443885606556,Residential
43.17451350001195,-73.84852299999255,167.12501594521194,Residential
43.17082650001032,-73.84989499999243,136.03966734917637,Residential
43.16186850002048,-73.85937549999325,110.4391049790783,Residential
43.170286689197304,-73.86295450505293,160.1132028908282,Residential
43.16571350723112,-73.85684395386023,267.9160715708119,Residential
43.18151200001701,-73.86891999998657,138.83645872508598,Residential
43.18588131003583,-73.84539442279578,107.98753911935272,Residential
43.18068954328567,-73.83941180748073,157.7332070530004,Residential
43.18371685873232,-73.85358023146767,136.12108519300554,Residential
43.178468000034,-73.83879150004796,187.3912570337356,Residential
43.179197000004876,-73.84515949996734,117.2854864392323,Residential
43.17429133789345,-73.84814803110905,96.46815990409338,Residential
43.1725573301869,-73.85088989101772,141.58760099620753,Residential
43.16490818200596,-73.86342784709416,281.48149534053573,Residential
43.184654500000846,-73.8621274999963,159.61472034193474,Residential
43.1817814607325,-73.86345229179051,79.26181237961478,Residential
43.17221700000347,-73.85144049999872,45.30813735269898,Residential
43.17114899995654,-73.85274050015579,386.1920694799823,Residential
43.18042399992664,-73.84372949988494,236.62541269154764,Residential
43.17163716567395,-73.8515967494904,410.9787908611465,Residential
43.183278729783794,-73.84786791116862,506.06491896585703,Residential
43.18512900000975,-73.86290899999348,65.02314297919375,Residential
43.17378886217217,-73.85216616783433,197.866252873183,Residential
43.16711305867514,-73.86593869785031,261.08736304969176,Residential
43.18707682397874,-73.86257532464231,246.50902656164106,Residential
43.16173649998538,-73.85941299998142,160.9387665263278,Residential
43.16561850007789,-73.86389950005871,231.82181811458528,Residential
43.178337500011594,-73.84471849999746,107.80936245782098,Residential
43.17938500004694,-73.84492299997048,210.54019861946347,Residential
43.179769468769564,-73.84517474114192,177.62411715778407,Residential
43.175454134793064,-73.84696830832657,310.1112815282325,Residential
43.174342357096755,-73.84888741054051,40.99718865102384,Residential
43.1708169999651,-73.8629725000168,194.12538685522105,Residential
43.18557800007063,-73.86471800001411,220.34667083694526,Residential
43.18358599999754,-73.8633989999996,95.73992282248001,Residential
43.16959150001136,-73.86467299997662,119.81646601868609,Residential
43.18109149999482,-73.86991050000331,49.876899049988445,Residential
43.179971089762425,-73.84062976559467,99.9489160027382,Residential
43.177894575799456,-73.84591878620077,192.76129309004313,Residential
43.18651149999979,-73.84611849998024,104.07599182612847,Residential
43.1727392254769,-73.85246966756999,312.6211050381688,Residential
43.17338250006771,-73.84928500002445,201.19852231989623,Residential
43.16623085527243,-73.86384034354124,269.1820413736102,Residential
43.164136448370435,-73.86110203476771,279.89285444004196,Residential
43.16895276022918,-73.86377421279242,323.2641098780904,Residential
43.18039550000998,-73.86423799998543,70.58069424880097,Residential
43.17444300000931,-73.8488259999143,277.4560113049954,Residential
43.17491880086286,-73.84951599133099,221.39330963559547,Residential
43.180785186384746,-73.84125563238294,266.34172964760984,Residential
43.18679445839546,-73.84690620383198,165.0047359746102,Residential
43.17286334052356,-73.85169491935798,107.73509335962964,Residential
43.16625569136627,-73.86275029107723,192.90445821352506,Residential
43.16654999999933,-73.863324499997,98.56886737462071,Residential
43.17551289263015,-73.8641592163859,118.08527101392006,Residential
43.17999750005517,-73.84277800000572,150.06556719818542,Residential
43.17590650003196,-73.84797500002011,219.9782809847594,Residential
43.17655500000787,-73.84912549999835,50.99820911290947,Residential
43.177021279571406,-73.86438038094896,47.676031268189476,Residential
43.16366992467095,-73.86500407396223,304.7697618492267,Residential
43.18464188474291,-73.85997716024255,232.39636070499924,Residential
43.18189800000592,-73.84590699999157,104.42516401790205,Residential
43.18367400007478,-73.86303399994824,149.42155472553253,Residential
43.17571550000132,-73.84831899999489,41.04121346626654,Residential
43.17010996690853,-73.85055085503267,187.87405811021273,Residential
43.18478666945757,-73.86405391459208,229.91698378061795,Residential
43.186345499991106,-73.86248550000238,151.0219329064416,Residential
43.17682149999253,-73.84581150000051,201.31032171808425,Residential
43.18564500001674,-73.84783100000092,104.65555351778681,Residential
43.180052800477505,-73.84257709162351,67.1075579738134,Residential
43.17934350000511,-73.84524949999935,51.65616598955106,Residential
43.181941500030035,-73.84553199999833,153.5520555433511,Residential
43.17104831683967,-73.85177917894023,179.22353140914987,Residential
43.16762500005859,-73.86570799995829,520.7919804465089,Residential
43.164772570848896,-73.86072578897463,235.05304247464434,Residential
43.16501088351088,-73.86245857338457,399.75395453963995,Residential
43.17051700000164,-73.86283949999768,66.87963663831219,Residential
43.16351868272901,-73.86313953805434,54.8265324131914,Residential
43.1647794376967,-73.86455019334952,129.72199800179686,Residential
