lat,lon,area_m2,guess
35.668163000004704,-99.41532900000009,46.616359906426226,Residential
35.657816208615756,-99.44708449661641,211.67385201947022,Residential
35.679993568638345,-99.44672972364789,226.71104182402235,Residential
35.70529250000128,-99.44778900000003,42.842806025950296,Residential
35.72929579842227,-99.48388240063206,59.24540451207505,Residential
35.72120500001867,-99.43961499986783,280.4596013421135,Residential
35.661155402205736,-99.44568336560806,275.3217058929455,Residential
35.65417533985526,-99.46770265525828,354.96709588271176,Residential
35.72642850000474,-99.4563450000001,92.08316359871915,Residential
35.68555500000981,-99.4597180000002,57.40538082238746,Residential
35.72190050002371,-99.46551300000046,143.20859361643735,Residential
35.65481400000908,-99.45479050000017,50.60005854329092,Residential
35.686800499994746,-99.4905929999999,93.57390411249052,Residential
35.710567500107175,-99.49706100000219,471.34498462778606,Residential
35.65381475367517,-99.467404685927,134.6593693272117,Residential
35.6536355001742,-99.46690050000245,414.22463968484647,Residential
35.71632647261665,-99.42163876814212,276.6182766446732,Residential
35.70147199999935,-99.46113099999835,49.52753247192162,Residential
35.69682300002567,-99.48927150000056,300.65578095365225,Residential
35.683261500168754,-99.4614819999549,377.9027907953389,Residential
35.69733150000373,-99.41680250000007,91.66400649425546,Residential
35.72118300000552,-99.43912300000011,73.67106700362639,Residential
35.70496499997446,-99.44780999999959,234.42233339676014,Residential
35.68357850002462,-99.46271599999737,201.987667512112,Residential
35.7163735000332,-99.42219599999511,290.80844859161135,Residential
35.66156088117417,-99.44539905626498,355.4151324811351,Residential
35.682911435195365,-99.46164022030783,357.96731095534227,Residential
35.68362302676242,-99.42131081079226,150.86229382481247,Residential
35.682839499984915,-99.42224849999981,328.0122866372942,Residential
35.65730399997385,-99.4474134999996,348.5670364362578,Residential
35.68339500001451,-99.46229700000093,298.35548426743105,Residential
35.69075850000647,-99.46385900000014,125.17996280392666,Residential
35.68855700001568,-99.48280150000032,141.2608072461217,Residential
35.67613481254322,-99.50194363818063,73.40671164039395,Residential
35.654160276904314,-99.43923311637218,317.7479465870891,Residential
35.66147850000134,-99.44581950000907,214.1789657226847,Residential
35.66121441510677,-99.44901096470463,276.2352633627418,Residential
35.72740099997335,-99.48395599999954,111.70274284555735,Residential
35.721534897453445,-99.43977249359762,256.14232454665796,Residential
35.661592548740956,-99.44563972586577,134.10384872860183,Residential
35.67457650002301,-99.48293800000046,158.9307135170198,Residential
35.72944900000492,-99.4835765000001,84.25639993119633,Residential
35.71705000000102,-99.48170950000004,74.99963497481735,Residential
35.68598650001312,-99.48990650000027,108.61865920976553,Residential
35.71104350000581,-99.49713350000015,213.0470874798398,Residential
35.66167550002702,-99.44583449999001,108.36917447865545,Residential
35.67769299999871,-99.45248399999998,44.80456030905856,Residential
35.71683500001745,-99.42177100000447,346.46414772542363,Residential
35.68392375534757,-99.46246922289683,118.86771610289136,Residential
35.661469712438574,-99.44933793766603,173.8429764729305,Residential
35.72610502699062,-99.45649792545001,203.31606829805122,Residential
35.72652800001508,-99.45701950000029,68.33004561175031,Residential
35.68563284433063,-99.46467054522856,58.29355728685193,Residential
35.7028290000013,-99.48248200000005,154.2397881405389,Residential
35.658110179158385,-99.48411222497654,561.1892287420123,Residential
35.68298706963376,-99.42245825037031,106.13235488727126,Residential
35.65126700000698,-99.44422300000014,28.272957848728538,Residential
35.70643379177781,-99.49241041007802,76.34906496118224,Residential
35.716373000050126,-99.42311450000784,374.5759494071316,Residential
35.67300200001446,-99.43580200000028,106.79807863252312,Residential
35.72132172925211,-99.43917709688695,245.16854753203174,Residential
35.65422000002038,-99.44018400000606,366.8521359374328,Residential
35.709702000020194,-99.50078000000042,74.24420404028803,Residential
35.68281053848318,-99.42178452373226,171.3476772954577,Residential
35.690773499987685,-99.4618124999998,86.73479276135366,Residential
35.72110081323443,-99.46642565013319,269.28120236524376,Residential
35.703242000027686,-99.48274900000055,177.31666707031755,Residential
35.65776965980824,-99.44741699587831,115.78341531904586,Residential
35.6808475000161,-99.449557999992,50.55369307462135,Residential
35.661609000004006,-99.45018350001024,59.048495373573125,Residential
35.70365650000724,-99.48002149999955,208.23955199164394,Residential
35.69750450000315,-99.41736600000007,92.87797661147536,Residential
35.653915420959976,-99.44062819642109,606.799330866977,Residential
35.679827499966436,-99.44721449999945,113.10233859577608,Residential
35.71819650001695,-99.4904495000143,60.41227821518989,Residential
35.67765500000508,-99.41521300000014,96.935443657257,Residential
35.72591299999537,-99.45701549999993,34.50633286984853,Residential
35.721852125184725,-99.4659582481306,140.3798275766277,Residential
35.65461450003632,-99.4675850000007,156.15815841245,Residential
