lat,lon,area_m2,guess
43.17185925186895,-89.057572592065,220.5528101619714,Residential
43.17432824839259,-89.05867605886614,199.60808423742753,Residential
43.19216688524361,-89.06216886251777,216.67425357276898,Residential
43.1836629999202,-89.04948100001033,611.1384479764699,Residential
43.17687206265249,-89.04988765425708,357.4560956953749,Residential
43.17692141281916,-89.06687224973663,256.66241467809425,Residential
43.17780603171973,-89.06807121412893,275.1327642036355,Residential
43.17780300001195,-89.06944900008772,189.4922752753637,Residential
43.17339192686428,-89.05629230970919,205.22602311882284,Residential
43.19111399996857,-89.05978650000793,209.7752718681598,Residential
43.17584250006111,-89.06517599998291,191.8673145050571,Residential
43.17640878663045,-89.0653242146141,225.73988716182592,Residential
43.17737023496424,-89.06588024438828,204.01839209983754,Residential
43.17182899997599,-89.06842000002979,222.80612036451706,Residential
43.17245900001625,-89.06932950012819,245.4117947771107,Residential
43.177558999985386,-89.06957500004013,169.66508247834622,Residential
43.17460868701143,-89.05222984963576,231.72719982105525,Residential
43.17465279794402,-89.05295518755513,216.82651634849913,Residential
43.17236934609652,-89.0574617902145,390.7188046440871,Residential
43.18389275279094,-89.05820510589618,246.91442877176084,Residential
43.19580300002493,-89.05933549999217,136.31870306158666,Residential
43.17579496634391,-89.06484672896785,173.1119623213995,Residential
43.178250793686345,-89.06536445685911,222.7523335921368,Residential
43.17683200004898,-89.06553549998485,192.32249303222437,Residential
43.17142299997739,-89.06729350003508,229.08214580178867,Residential
43.18231950005048,-89.06813399998813,267.67480742091544,Residential
43.17786627949362,-89.06841167902115,213.6676063936382,Residential
43.17633510504967,-89.0686254203058,181.27538308329838,Residential
43.18229761247056,-89.07196120718055,409.01771711941797,Residential
43.17600200001761,-89.05013850002433,158.0776500753277,Residential
43.17242532722699,-89.05516474085168,183.9503598280418,Residential
43.176240014547794,-89.05760024167165,296.97772402300217,Residential
43.181049999975926,-89.05768550001612,185.64657772465043,Residential
43.174981000005246,-89.0579934999978,156.3978993973801,Residential
43.177480393517996,-89.05854571577746,623.7481832638573,Residential
43.17671849999869,-89.05857649999959,176.87312075884395,Residential
43.171793921856775,-89.05942381228759,358.19075139239675,Residential
43.17758021802446,-89.0633893417218,269.24997843581906,Residential
43.17536590996246,-89.06463893378923,196.07888287642567,Residential
43.176868750940216,-89.0658642509369,218.71722807084276,Residential
43.17893843592971,-89.06711992687788,199.51858012637507,Residential
43.17642718206588,-89.06717687956497,272.46185031959124,Residential
43.17666425761182,-89.06915303923037,226.58922164777437,Residential
43.171672500015,-89.06940000012017,283.02929078822353,Residential
43.17548300004483,-89.06040349998591,200.74959056117223,Residential
43.19231100001847,-89.0618869999943,152.0412885764778,Residential
43.170723500006545,-89.06238699999746,153.39826057404397,Residential
43.19652203219882,-89.06458075468926,183.6417022723792,Residential
43.178707000014434,-89.06517149999974,199.86447152470123,Residential
43.17685850815686,-89.06617889285522,240.46216742387742,Residential
43.17216121743198,-89.06688386689262,261.00268976448257,Residential
43.1774905000071,-89.06836350000451,184.15632526531573,Residential
43.18417949998198,-89.05613750000418,209.81117123498555,Residential
43.174620000008005,-89.05924249999717,122.78341916729521,Residential
43.17966399999309,-89.05963450000124,168.3255777246623,Residential
43.19664102549233,-89.06080680133535,68.85487661611604,Residential
43.174634620717676,-89.06173175111557,168.18722328135667,Residential
43.1742934791362,-89.06507056840678,328.71883181527113,Residential
43.177929709446694,-89.06638650987892,209.08327729503966,Residential
43.17720305887235,-89.06678433497315,242.8951603986014,Residential
43.173935039208885,-89.05091052555437,225.43402961099258,Residential
43.18199650000486,-89.05733199999842,38.64561676821959,Residential
43.17546300002816,-89.05872549999087,224.02858257158763,Residential
43.174982999990306,-89.05912150000187,204.80602259258836,Residential
43.174015923844216,-89.05932624968722,149.38321876875807,Residential
43.17148676663077,-89.05945437290933,149.26564791085002,Residential
43.19615600000882,-89.06334699999987,39.93765897741432,Residential
43.1784841270747,-89.063666608049,223.2754413951395,Residential
43.177657682508986,-89.06444364393677,203.51858226202825,Residential
43.17639199999238,-89.06594100000109,246.67319859978883,Residential
43.17503950005213,-89.06709049991765,191.49266843344827,Residential
43.1766115000115,-89.06737199995779,162.1851875823135,Residential
43.172181500010254,-89.06957350012925,283.78799975566847,Residential
43.196092000218655,-89.07442549988528,303.5744038117611,Residential
43.19182299993289,-89.05788600000939,427.69043929877273,Residential
43.19112149999442,-89.05923800000093,149.03806530865955,Residential
43.177596586697916,-89.06240525026104,245.82270525103485,Residential
43.1782140841384,-89.06504158012088,237.866692539467,Residential
43.17843821166917,-89.06633506233761,227.63454770139813,Residential
43.17147644357766,-89.06666426476207,69.55663111652171,Residential
43.171703500001804,-89.06717150001198,116.35664849864872,Residential
43.17924028407889,-89.06833207533695,172.40767883304756,Residential
43.17681068323002,-89.0684795609416,185.64866835579417,Residential
43.17334705464093,-89.06903268805267,56.62635703382538,Residential
43.17619150002985,-89.06895300001938,152.33550864902855,Residential
43.19516408834855,-89.06992872649184,246.8495674169643,Residential
43.17605421977945,-89.04946893757244,165.86480376888838,Residential
43.17493505999572,-89.05160872750965,189.0903034325392,Residential
43.17220732007037,-89.0564075250137,233.65498231267838,Residential
43.17527750000154,-89.05869099999896,136.80590533358642,Residential
43.171823247264456,-89.05868323377946,234.80129694248717,Residential
43.17511750007314,-89.06358599998349,238.205717708782,Residential
43.17542000003424,-89.06592999998915,206.10239990209269,Residential
43.17792150002944,-89.068782999987,262.33798426821613,Residential
43.18257099996826,-89.04606050000443,205.32981219084576,Residential
43.17543575278072,-89.05032170966204,222.56258893677546,Residential
